N,P,K,temperature,humidity,ph,rainfall,label
16,88,73,44.26120528556265,56.365156083386786,5.4725096617250495,196.08543750004975,pomegranate
114,115,155,12.728201265987172,27.063631642057317,5.845667283323863,198.16317905529365,apple
95,97,164,14.375835234460304,30.536855617545687,3.745211697598873,66.96394753406175,chickpea
60,26,153,28.30246644067412,59.96042132099698,5.635948905631917,268.5923990850673,pomegranate
77,49,159,9.454549174120661,82.74929430617766,7.267402336945446,42.729010881786394,orange
62,52,65,8.096015902194923,88.67389520506046,4.007102046084092,186.0433068670097,banana
46,131,60,25.927350452067788,67.16991035160545,5.713481837418635,148.5846510850151,cotton
13,60,119,34.39393467772844,90.98778804109914,6.570064652693997,167.92754890375775,grapes
17,42,119,16.971408634484998,37.154917861646766,5.763704978627736,25.57979298220793,grapes
85,130,48,16.629007227342647,43.49171032793038,6.343819648583337,118.71899631164672,orange
108,115,115,35.26243158961178,61.96583487173762,7.019212607964555,176.91947482129427,lentil
100,10,184,31.898937929269245,63.086934201526425,5.6365803553870775,294.25123916444835,pomegranate
120,37,185,11.765951486954938,27.145885969852554,4.975746370307049,64.66942176615647,pigeonpeas
61,98,99,10.059179106208088,86.43900703564361,3.809812867247077,25.07140983708437,banana
35,10,70,29.311941458809418,92.89602272535572,3.5318000383856325,291.0686712987496,pigeonpeas
61,83,140,25.63492091267724,86.11810004842573,4.730465360896755,289.10235048817714,mothbeans
18,24,117,27.604080857701316,74.82178822542222,8.106677008657034,44.266669925929776,kidneybeans
99,81,7,9.917470862429795,42.94796792467717,4.3064880616338455,37.61824179142943,banana
129,17,172,37.96535449662149,35.89909630968369,7.589016333343576,231.34334504933287,mango
37,98,99,42.39257833716955,85.43326906974471,9.290161463999075,54.554628128981435,banana
136,80,39,42.278628672819316,76.05730336460984,3.788567863784526,237.26102592689335,banana
104,18,64,14.055269886031066,28.12685862206539,8.387448321388293,204.92482735354363,banana
88,46,93,33.2703363464339,52.867579711717376,7.782694729131956,270.10754979122413,kidneybeans
96,27,67,26.600654433421727,33.97029178262629,8.897447439647411,126.72175954175277,mothbeans
52,108,108,30.023584219856293,86.39272072663387,9.138992741680852,194.50283875385418,watermelon
110,37,159,36.15919438859015,85.3353243473578,5.370332406773289,89.07998086842147,muskmelon
65,14,9,26.003879792548737,43.41903038956804,6.191232993497974,50.75562287354761,coffee
135,9,161,35.4092266670065,90.42724443347596,7.820219219276446,198.23904194211266,muskmelon
26,73,152,14.71911552165275,92.12674827469203,7.000350768596723,131.43669386029188,banana
89,50,111,25.27165275731261,93.72123908944151,6.535332073306796,189.9842774508321,muskmelon
99,72,137,42.13247710355994,74.82252255095227,4.415234257485568,180.20816412637407,mango
50,33,44,39.09626638327565,92.31901304999133,4.236864691074403,85.58187761743257,lentil
56,5,67,36.163744777649335,87.05579808375637,7.147366362765553,125.44698415118258,watermelon
34,67,29,39.95017120267941,93.3745799346697,6.294200733912879,153.67267990876246,jute
127,112,183,17.18437838201462,63.67634805187306,4.493079904567843,29.418406548553406,orange
81,67,154,16.143596921000594,91.14610737780096,6.591042094440875,218.84834820255196,rice
48,75,5,19.467666271938604,48.16935792935342,6.060733432020497,242.3394021366469,blackgram
29,23,22,18.87965313117595,75.40909118192522,6.665886380868715,168.57873776951465,orange
113,67,136,14.731340828325031,88.11356340716249,9.176692772801797,123.77998992577132,orange
109,128,91,44.220463117790565,86.22184191326507,8.701962560069141,133.41968971142683,pomegranate
71,58,71,40.83603785299961,61.87805629136948,7.824878577863039,243.87756092549762,chickpea
31,124,50,29.3972159539152,93.96335818521119,7.508510819423877,76.98563412559824,watermelon
73,11,165,15.691791440403012,16.281769533148495,4.588612610538783,182.08555394957443,mungbean
1,133,51,31.11616702860029,42.88446371488582,8.450643988535958,120.93046099023516,papaya
19,9,41,23.148231131075896,61.4760575532703,6.1167591748119,101.86148115265311,mango
85,112,28,12.226803259054684,62.6567893171242,9.412203873450409,150.9561958488804,cotton
113,119,18,35.442416936460624,74.10074337183778,5.9153002615818835,80.61042388335605,orange
3,33,113,25.59570756923194,72.75381165431139,6.747136130266509,167.24594666611253,coffee
16,126,80,15.637587055142319,14.945641264629321,4.321313780412844,270.2051824337732,maize
97,16,57,14.488737309067634,92.63942734954654,6.0126231493524385,126.5125108533603,mothbeans
63,134,58,30.839434210629648,87.88693736770699,7.118912656798329,88.20705249140723,watermelon
112,43,58,25.613864881366688,71.07572022118774,9.120978435948548,223.65504302444958,kidneybeans
60,85,194,43.34374357076872,87.03080322268437,7.239995305429945,201.657559806635,rice
103,46,29,17.116875229846954,84.44279931998118,8.296495273813875,213.12561889753064,banana
97,16,23,19.640072601948205,83.43900165624146,9.272592714584706,239.62376934413598,mothbeans
46,16,66,43.452319341145426,79.22174759932861,7.333696312005571,231.01196505980025,orange
117,29,93,31.926602007335045,73.61306818529553,3.80957483995226,206.2370551449109,pigeonpeas
15,30,90,41.873067010757545,16.919354158378702,7.6845216034810395,102.66302404956912,pomegranate
71,63,86,19.668199759387335,18.719904859596845,6.150167350443228,165.23681214778497,apple
107,49,102,40.7449391913614,59.602801406601415,6.14619297048897,132.4469550115545,chickpea
14,124,8,37.25675709904165,41.41271525215801,7.255348258622055,266.30181400966,mungbean
107,130,198,8.902828917591906,88.82850315547996,3.6276164651023226,263.1670650062074,pomegranate
17,100,127,44.92356208973349,44.16121612884707,8.103129733586762,131.73679398336932,grapes
15,125,14,11.392875399122914,42.927859889244296,6.635115149807138,223.57156239733135,jute
2,124,162,39.55440740260035,75.5375851101448,7.0346512068253695,97.07984950370306,orange
72,53,125,33.14694945964358,32.76983435639552,9.199767103701351,238.60391400752346,jute
123,43,188,40.71536219086561,65.66866639402903,8.922343803051623,294.99340492811376,banana
51,8,63,22.858468747743036,86.05301323435911,4.883415174830114,250.91861993467364,mungbean
73,111,61,25.867640148450946,94.69102630140812,8.17750684140052,117.33482204835097,watermelon
8,103,24,44.81158943791811,28.954991432875907,5.877452113415952,230.79029624573738,orange
2,17,124,35.671249351412456,16.998403780108944,8.869528647367039,259.1152549641828,orange
104,71,127,12.792052087463755,90.43233486873204,9.23390898937852,259.67147759979525,banana
39,29,9,35.20286821736775,38.1996226096673,5.01589456376531,21.412834869411217,lentil
89,41,64,12.050347822014793,90.9252740632538,9.44885201087029,37.10173329450734,pigeonpeas
61,97,119,38.51319573923052,43.9115918795886,7.568096915354381,177.27348599082993,grapes
32,10,151,40.12194974990724,35.094555773958774,4.444043958215156,64.59122928176004,grapes
106,49,93,42.41334296886033,23.101732069258226,7.693944428237526,72.60358806023163,grapes
44,62,35,38.555219770896215,25.082808602716288,5.510713125554851,226.69529524906696,pigeonpeas
99,6,81,26.77630614915094,14.549184967647689,5.222228799049477,191.50568330845633,papaya
16,108,102,31.45821101468562,60.43874265556357,8.179072370906862,49.74061759389444,orange
73,67,160,31.40701004595608,94.15441707386151,4.1150583679440755,280.54951945173343,mungbean
67,21,16,10.491972254344553,64.06665957515949,5.57529834171774,192.61451393935863,kidneybeans
49,18,196,33.01393351590991,52.352414402887646,7.385441860411445,185.2420488655356,papaya
6,33,143,38.39597905407531,45.97768351453031,8.412713860142562,90.19743241337025,mango
28,8,103,24.701319900197994,28.07164862248355,8.268857292499575,212.84365876725383,maize
31,134,179,33.17847417676438,70.28796442817763,5.139557161989256,284.34007030561406,cotton
91,25,51,23.529910726266525,68.91323149911136,5.885566387776766,96.23182625293026,mango
0,62,128,34.803638886722325,78.14198303466293,4.702154861292276,261.3381421503676,chickpea
17,19,31,43.8231568328447,29.955194350468417,8.711739007733666,235.8939250761042,mango
26,54,203,34.24975471781107,92.96537290976177,3.6951570769475115,275.9957016927609,muskmelon
16,130,88,33.72957102871598,87.68993404435098,6.449567280448621,37.85008450688728,watermelon
138,68,76,25.190148075524977,72.51926986690196,5.873270503279812,290.9665588200518,blackgram
31,15,49,36.01119290161526,95.92778287132967,8.94691191790784,221.3513156591425,mothbeans
87,45,149,11.80331896622863,63.09778715859813,3.61020582164324,154.09507407134245,coconut
96,6,37,40.6537389753252,21.095733961876228,8.447084281381002,119.46877555805943,cotton
102,94,178,33.6481758104392,84.64390260884852,3.7471009716756303,206.3671574225266,mungbean
60,127,138,30.006735582946636,67.02799404017276,7.177665049193635,103.07637640177325,blackgram
7,76,182,31.13627242791607,81.37435443097885,7.173547915286948,154.6627684255833,mango
83,136,138,38.24001748861227,52.89937246857381,7.36146617117915,166.33993974023946,banana
13,16,91,32.06088487731779,55.21798785756071,7.194452131653457,111.4668477124761,pomegranate
99,140,123,34.79894528855995,88.32314625355109,4.470035264880816,25.799396723047593,watermelon
58,135,160,15.38307068437837,72.49962884909105,3.933190453875055,28.521395613214086,lentil
79,80,53,40.12608270011008,87.42077525969205,7.956239127199886,201.89024888204443,rice
95,109,168,9.08759449299077,48.01430460701531,7.1371322813670295,186.1671511411303,papaya
5,43,174,44.70893270460488,38.411489460343475,5.654906177997389,126.70950821924737,kidneybeans
39,25,147,16.724307476490765,80.73601780504694,5.93186109851446,187.31579665803838,papaya
13,82,6,14.696147250251121,87.47711802978381,6.453667138688209,88.73023868408322,pomegranate
13,88,134,37.86979380884058,85.0903040412955,5.372888340178682,130.9347730261169,muskmelon
60,51,35,16.733867143819168,96.57766731765219,4.518547430525245,200.55047646469293,rice
19,12,175,43.09758412950305,35.71738925848606,5.655504487497473,125.4616879984338,pigeonpeas
48,124,48,24.515639920965665,88.32259127997852,6.8488414975631775,170.09382338161507,banana
113,82,134,12.549919915596188,33.87725846877761,3.8101810234491618,197.920824780662,cotton
58,73,165,26.76768792147052,17.57526587833372,4.390059205772533,294.28317418255943,chickpea
125,54,33,40.11297689724082,53.10762758451188,6.593576171475501,155.8993493114238,banana
37,88,155,9.109022825289085,40.48197497684242,7.72808457641988,76.11525969017964,mango
84,133,12,13.778062257310435,34.17227122679527,9.280080996922393,90.97521387450405,blackgram
67,123,175,33.280177046716894,80.60774119393673,7.207083441207283,235.59146199582443,rice
32,5,151,30.228605008629557,86.59287445242805,7.501829101945444,180.457495805866,watermelon
62,77,165,23.055594546746214,88.8847967290043,8.19431290434964,177.63052055429364,mothbeans
67,102,129,36.31206198856403,93.60803545574122,6.129034078471926,270.58243058558753,lentil
22,87,113,38.2598659984758,24.33797876187233,6.766934587765097,21.600907618477798,grapes
64,80,203,33.1853033274321,89.44419452751201,6.79099832990886,185.8229620459472,muskmelon
10,103,204,32.7238735465356,67.27616975682685,6.280964262803434,125.5804468898259,mothbeans
47,121,158,12.029978648329063,26.813299613436747,6.6597427836137575,88.40736514584351,blackgram
14,47,180,28.328326821926773,78.23131158768075,7.792945442595647,164.90308883092294,kidneybeans
106,84,51,10.637369992041064,96.10076258286445,7.428158488588089,125.66071348454307,jute
20,23,38,14.15426948649626,67.09225113751577,6.638508347490708,206.2866976218418,kidneybeans
34,140,148,37.3476102339349,90.22481040516118,5.899431240824937,291.52961634819695,muskmelon
94,112,78,37.591900530688804,29.874321140184836,5.2716697353218605,240.56721776509877,mungbean
35,88,200,11.22044161574337,84.15438334136816,5.741058098230326,166.3667759747511,pomegranate
122,123,154,34.16471483276487,89.11028469806705,4.868478631693595,78.94846549448701,muskmelon
71,53,158,17.458864918943075,39.977203157792374,7.891748405513807,256.6264445170703,pomegranate
88,73,179,16.703716637673438,88.75632771999052,6.337351793799093,168.82955231225972,mungbean
36,15,142,18.56902330200163,68.35333179775598,6.895570375343538,59.413281400534316,coffee
66,46,122,24.494263839357473,76.30844922028115,3.5949265505934944,114.82302680383332,papaya
18,72,106,38.41286311996177,86.91867324718743,3.9765162139339196,43.812993387807694,watermelon
96,127,74,21.13486331578168,19.97045047616403,6.614358745449622,38.796292678635744,blackgram
26,12,204,32.08246265474618,59.83436964341484,5.446002518692254,112.57453183017903,pigeonpeas
129,6,106,28.63798644269092,76.83594388057517,6.291233673702309,36.719571243018294,mothbeans
35,81,35,35.92899933781136,28.66110268295691,5.956867118031223,137.5075735241407,mango
11,144,140,12.28624019995626,93.73729247523293,6.492483502158375,131.00982459498766,apple
107,69,125,32.84766241368238,21.991906416627533,5.042283598592479,239.03675274524966,blackgram
60,42,146,12.353014053521669,84.78110664394531,5.550047011381525,201.94826528835054,rice
66,59,10,42.01750300893344,56.738859529901404,9.452948088939877,256.6961382531366,banana
11,53,46,27.970106894117883,68.00370453844668,7.54582283845429,168.02977153152048,pomegranate
133,71,84,27.306867245020467,87.23614434496311,5.435167867078491,26.364483343361428,watermelon
19,14,29,27.087970369262948,93.98261627292706,5.382366147164577,188.5711225524784,watermelon
124,135,173,32.591613322701264,87.3255135836538,4.230571466751648,152.9490584073641,watermelon
11,36,132,24.002421498214883,40.816187445332325,6.536851177041465,142.184249439949,grapes
92,47,134,32.05744041873167,27.074137369063738,3.868097762664009,237.05172092702628,mothbeans
88,134,130,44.810053735281386,18.96912824568753,7.670211373151319,293.462741223229,pomegranate
136,103,153,12.49124275862987,40.08166269081322,4.10627486606388,212.42085299096868,coconut
96,8,107,16.469100379324704,96.96031770498803,4.824815778713835,248.35855088424844,rice
61,11,159,23.3228008435703,85.16825901875119,7.901686283368412,233.86676043229247,cotton
61,83,153,36.130723455518996,25.79143469269392,6.7118607887155495,79.82612042079202,maize
81,143,195,26.475351894208877,36.87765790846274,4.395426667701057,55.361534027110984,jute
51,116,86,25.61267078664436,46.32639252253616,5.866857671420211,147.72620161686427,maize
41,117,109,11.77953259732891,70.64752457384014,9.156986848479571,244.8696023348992,jute
28,101,14,17.431781551914725,35.763025220867476,5.886348909848316,249.38675046817966,apple
78,91,92,15.621800665123372,23.08963927193957,6.057032772356182,143.22991830932588,coffee
128,113,183,10.636498927314568,15.04132887020032,9.239008389796881,225.02732392960394,banana
138,139,32,26.030692487774015,89.24296885884888,6.797696262313547,250.8885788805455,watermelon
111,85,140,26.820796272391096,91.15012968038866,5.791637837917375,77.18105889036431,muskmelon
104,126,123,39.69955494038276,91.01881589636322,8.292285149927448,101.4045262028682,watermelon
94,36,36,32.2897084712656,25.016234187493204,5.52960503596699,278.0072520106418,jute
58,82,128,22.38015354930434,28.076806926015927,5.142747845084639,278.0722741319044,lentil
31,117,124,44.719369818110394,71.74512440093932,5.40153486406967,264.436687479399,mango
17,130,140,35.68310052122291,61.97193739395201,4.583567589051805,34.97258154545126,mango
88,26,96,25.631209288140287,28.174074152731592,6.320267049466008,221.82241497591215,coffee
87,48,26,28.062776603198387,64.76990137945447,6.55016328149768,102.71846946663211,coconut
22,34,43,29.35539298163935,89.43390596998074,6.102803073528631,64.71579236025345,coconut
71,133,112,22.00106453048739,99.29565581604525,5.704035634628899,131.61541980943815,apple
127,50,159,33.45171206555686,46.27235178206931,6.732174004058234,165.7162494618731,pomegranate
89,62,58,38.8091773658406,14.948718826572058,7.997272906813329,230.91203645085935,pomegranate
74,74,60,26.575857899072545,24.725408894379584,5.812255298284171,198.85552001547603,cotton
23,41,58,33.73787142038185,14.276770669967966,7.217536024759044,118.82705690269735,pomegranate
19,21,123,40.347711412578796,57.86943527489897,7.8404285936737175,48.95018550183991,grapes
131,124,28,33.0293136773754,83.2290539725462,5.1189243207692865,249.36373603005725,cotton
62,114,154,33.73037898813797,78.149567957976,9.391815142676872,78.33607457008182,orange
18,98,187,35.21370744003889,34.28375352635709,5.728532011238275,37.38673907746843,kidneybeans
56,122,49,35.28866906574795,94.91126431821304,6.4769983046793165,69.55418579949037,muskmelon
102,141,94,29.747466351901334,29.864957769492985,5.673412649913731,112.99413827025714,banana
106,117,98,38.77279061600362,37.48408965766187,6.608472597432892,103.04570945767891,grapes
34,50,158,40.29101926793027,86.40628674409554,4.616608507077664,243.13484012320748,jute
4,104,74,31.353313900398135,18.286414389332975,8.923479981562249,272.8104733783341,pomegranate
69,45,186,16.33327698393412,25.29604910046198,5.893016178222377,276.4892101484055,kidneybeans
107,110,162,9.34264203669958,37.71190736621749,5.153674032073672,238.82119552324593,kidneybeans
79,110,74,10.418547829882254,55.931122655911054,3.701681601099696,37.41759056058856,pomegranate
20,11,74,41.29383379042908,15.876812122692098,7.482738117053534,287.823652711367,banana
119,132,146,27.9714644913961,90.6533025457161,5.039180374665487,201.8605392097927,muskmelon
114,93,89,30.515509089769264,44.057547999466415,4.184574709327601,62.046618388311806,coconut
126,75,90,28.765243166453423,59.011618378195514,4.188613231215305,259.1188347511429,kidneybeans
85,21,102,11.023837792630795,53.413855171464455,6.408177722780282,66.08532216539066,banana
21,116,61,32.75382648117701,53.75741824605222,5.970593249507051,200.97062386796526,maize
75,92,172,21.464327094090947,44.613710146357334,6.5096662073428275,240.72914115030568,coffee
19,131,72,35.99980571047949,58.66718391733861,4.729287644904275,264.03676172626734,jute
115,96,18,15.353176475932278,52.80658359956497,6.097806886890738,234.61946841417733,coffee
43,101,46,26.419062797268737,23.07073819627023,7.440680628345764,248.54467864686268,chickpea
50,15,16,27.363196354205428,38.69386439527349,8.257126514203037,180.5709557149618,papaya
71,59,141,22.650907488510832,92.69774588300572,6.6981732034768395,63.911440748226745,jute
11,134,11,30.698506129649523,45.2266633505249,8.883118045787715,66.94146945639675,cotton
128,12,105,35.107503683930815,84.5524656406117,5.378971968903694,242.00892972240484,mothbeans
18,36,141,39.761654785547464,91.67919998803627,9.302759691555023,136.13755223847772,watermelon
3,106,63,14.002636013951737,15.084246717915278,6.858534101830296,166.61709495010402,grapes
125,137,193,20.463098568860822,39.49812119036511,9.00924799773665,50.788067798670355,cotton
120,143,198,38.40056521528745,53.49680695689639,5.6467895919526505,157.39106033558338,mango
75,34,25,12.17889871121342,21.497434233537483,7.814464684123133,136.79300634166754,chickpea
40,55,179,15.076635462839707,66.78485801815012,6.113032726388957,180.47542515367442,maize
68,112,143,39.2182810770488,35.84183921319413,3.686693599504146,225.52393637580695,orange
65,51,171,14.183884424435186,70.35428723348261,9.450455703007034,40.202502307584524,maize
3,51,42,21.33397933742286,19.891464969920243,8.078931747553337,133.50916328712742,chickpea
38,141,103,10.186473932895371,91.30087538350128,7.404611285352484,263.0350293104617,cotton
119,50,42,16.389024168169897,46.818626828579205,4.273092272001529,134.74759393595525,maize
83,117,29,35.61532489495928,94.72776322892086,9.297460464240789,55.43220071955757,watermelon
18,32,177,43.62398321173896,76.4937053180478,5.3285065723168,250.57171683075944,chickpea
119,65,168,11.57177539723131,34.80286923026016,3.5744242176638887,150.3174943991326,coconut
52,82,45,33.898323551610765,93.92302498139652,8.613583246347089,205.649701936941,watermelon
61,117,180,17.821685335653843,64.1213878171801,5.563640909286642,257.88351408683593,apple
100,141,72,40.13640573385069,19.563072842301317,9.234946902324513,26.98946440108182,cotton
75,80,178,34.10634368078131,91.31307553091989,8.855139739729076,143.25964399741417,muskmelon
131,59,203,12.872657223465424,34.13986242613177,8.220502010926621,289.87300539998967,cotton
90,109,5,17.95148099557943,48.999584228546695,8.848880093741041,20.81204706873864,mango
5,31,140,16.837696434871326,54.389192622540975,6.20279180994691,151.48603421455184,mango
34,88,60,29.862095327028538,60.18264399821682,8.624815985903027,33.76012527123932,chickpea
42,128,101,20.537844025533808,83.02236844386391,6.9322918602158055,162.52162781588376,blackgram
53,130,13,38.21724049167657,38.47235795160919,8.409240012489485,167.78465116003179,banana
40,43,145,32.9905476792423,17.857406850026905,6.203582113898804,278.38062106352567,mungbean
0,112,23,23.207779784825192,92.05454621986372,7.784195866801139,188.99764951721565,grapes
44,94,107,20.763581870973915,76.03983679514079,6.32958755686525,20.584868402895587,apple
83,86,150,12.236042608438488,47.010143941868236,6.237419053733252,122.59674004953482,orange
83,117,80,10.966660521030427,44.51033109789464,9.15035426971355,205.8631957889701,coconut
50,79,14,26.579683568593513,25.942934070100463,4.194425640072232,62.90139514869607,lentil
83,121,6,27.609686348277492,85.29552499891223,9.4475793604018,247.96351089518097,chickpea
11,69,59,29.35639580917838,17.76156021856947,4.238019770742474,175.30258621321823,lentil
27,25,186,39.51812576433606,48.73521631863064,3.9656878683886454,170.8245544519659,mothbeans
121,34,192,16.37232700392658,47.044607331814795,6.200740167091594,181.03604636210645,mothbeans
62,27,108,40.917125221649954,15.058634459382501,5.7203140080455315,27.622846172398827,lentil
94,11,200,9.656802668672725,87.57820556117629,9.179866603961278,227.58590725714978,rice
125,143,53,11.74661684076088,86.85399611366552,6.686512069311457,253.99909456501996,banana
64,35,136,14.192310126129234,97.59417205870683,4.870920480528625,291.73168880132226,mango
74,49,8,11.67418150188664,31.962310080693637,9.053823980152014,135.13376236324706,chickpea
49,10,63,13.44128847096377,55.955202958546955,4.280286695066832,252.26350571428708,coconut
123,105,39,40.8709358754212,65.85308737723369,8.460244158448925,293.55565937250907,pigeonpeas
58,130,149,22.263940475266125,43.27329096588749,6.748445644085511,62.85232200361941,grapes
108,90,57,38.84504859169067,51.87795612686847,5.313999496108963,92.09510145415226,orange
84,131,25,43.75744327705707,61.962959057503774,5.583662234183045,181.36999307624748,coconut
110,102,143,15.670433117939645,81.2853963335675,7.907467538728479,103.5360491969202,chickpea
18,89,12,27.53237501315168,54.89695922386709,7.3641819164058635,83.31442663669227,coffee
53,51,144,9.405317841724578,78.14396332192304,6.795934876419044,36.05201241963031,banana
45,16,74,13.505450867989278,53.79010203562384,9.385924268976112,154.38726720053475,cotton
101,79,165,28.82033286382655,51.94523937435808,7.13453181883434,275.40824954857294,mothbeans
81,96,183,30.278328458126843,64.86098131033398,8.339536053957662,152.46238069036536,coconut
71,120,177,24.248543215448688,86.8393214618072,8.85854123117249,37.36321102610186,lentil
